gene,transcript,score,pvalue,qvalue,info
NRAS,ENST00000369535,0.0110,0.9327,1.0000,tsg
HMCN2,ENST00000428715,0.0130,0.9018,1.0000,tsg
OR5AC2,ENST00000358642,0.0140,0.8866,1.0000,tsg
CYSTM1,ENST00000261811,0.0190,0.8327,1.0000,tsg
HIAT1,ENST00000370152,0.0120,0.9171,1.0000,tsg
OR8H1,ENST00000313022,0.0090,0.9747,1.0000,tsg
CCNI2,ENST00000378731,0.0130,0.9018,1.0000,tsg
C2orf40,ENST00000238044,0.0160,0.8581,1.0000,tsg
PDE6B,ENST00000496514,0.0110,0.9492,1.0000,tsg
FAM155B,ENST00000252338,0.0060,0.9909,1.0000,tsg
CLEC17A,ENST00000417570,0.0080,0.9747,1.0000,tsg
MOB3C,ENST00000271139,0.0110,0.9327,1.0000,tsg
AOC1,ENST00000493429,0.0100,0.9630,1.0000,tsg
TRIM52,ENST00000327767,0.0120,0.9171,1.0000,tsg
AIPL1,ENST00000381129,0.0090,0.9747,1.0000,tsg
RSC1A1,ENST00000345034,0.0110,0.9492,1.0000,tsg
ADAM20,ENST00000256389,0.0150,0.8724,1.0000,tsg
STARD5,ENST00000302824,0.0220,0.7901,1.0000,tsg
FAM166B,ENST00000399742,0.0210,0.8099,1.0000,tsg
FAM98C,ENST00000252530,0.0200,0.8099,1.0000,tsg
RNF113A,ENST00000371442,0.0170,0.8449,1.0000,tsg
SBSN,ENST00000452271,0.0140,0.8866,1.0000,tsg
MGST3,ENST00000367889,0.0170,0.8449,1.0000,tsg
WDR38,ENST00000373574,0.0230,0.7808,1.0000,tsg
SLC45A2,ENST00000296589,0.0110,0.9492,1.0000,tsg
IL10RB,ENST00000290200,0.0150,0.8724,1.0000,tsg
SLC38A8,ENST00000299709,0.0220,0.7901,1.0000,tsg
DYTN,ENST00000452335,0.0270,0.7453,1.0000,tsg
GPR110,ENST00000371253,0.0080,0.9747,1.0000,tsg
HORMAD1,ENST00000361824,0.0150,0.8724,1.0000,tsg
KRTAP10-4,ENST00000400374,0.0120,0.9171,1.0000,tsg
OR56A1,ENST00000316650,0.0140,0.8866,1.0000,tsg
OR52L1,ENST00000332249,0.0190,0.8209,1.0000,tsg
ANGPTL7,ENST00000376819,0.0270,0.7453,1.0000,tsg
ACOT12,ENST00000307624,0.0220,0.7995,1.0000,tsg
SPANXN3,ENST00000370503,0.0180,0.8449,1.0000,tsg
ILDR2,ENST00000271417,0.0130,0.9171,1.0000,tsg
COMMD7,ENST00000278980,0.0150,0.8724,1.0000,tsg
CCDC85A,ENST00000407595,0.0180,0.8449,1.0000,tsg
C9orf64,ENST00000376344,0.0070,0.9841,1.0000,tsg
PON3,ENST00000265627,0.0120,0.9171,1.0000,tsg
GJA5,ENST00000271348,0.0170,0.8581,1.0000,tsg
CA7,ENST00000338437,0.0310,0.7112,1.0000,tsg
KLHL31,ENST00000370905,0.0210,0.8099,1.0000,tsg
GPR34,ENST00000378142,0.0300,0.7197,1.0000,tsg
TMC4,ENST00000376591,0.0150,0.8724,1.0000,tsg
NUTM2D,ENST00000412718,0.0110,0.9492,1.0000,tsg
WFDC2,ENST00000372676,0.0240,0.7717,1.0000,tsg
FAM86B2,ENST00000262365,0.0170,0.8581,1.0000,tsg
PADI1,ENST00000375471,0.0130,0.9018,1.0000,tsg
PLIN1,ENST00000300055,0.0100,0.9492,1.0000,tsg
OXCT2,ENST00000327582,0.0120,0.9171,1.0000,tsg
C19orf18,ENST00000314391,0.0220,0.7901,1.0000,tsg
WBP2NL,ENST00000328823,0.0100,0.9630,1.0000,tsg
ZNF652,ENST00000362063,0.0080,0.9747,1.0000,tsg
GUCA2B,ENST00000372581,0.0360,0.6774,1.0000,tsg
ABHD15,ENST00000307201,0.0190,0.8209,1.0000,tsg
MYADM,ENST00000391769,0.0160,0.8581,1.0000,tsg
BTNL3,ENST00000342868,0.0290,0.7283,1.0000,tsg
CYP26B1,ENST00000001146,0.0180,0.8449,1.0000,tsg
WDR25,ENST00000335290,0.0070,0.9841,1.0000,tsg
ZBED2,ENST00000317012,0.0180,0.8449,1.0000,tsg
C2orf54,ENST00000388934,0.0180,0.8449,1.0000,tsg
TGDS,ENST00000261296,0.0200,0.8209,1.0000,tsg
PEX10,ENST00000288774,0.0100,0.9630,1.0000,tsg
PRSS12,ENST00000296498,0.0160,0.8724,1.0000,tsg
ZNF844,ENST00000439326,0.0110,0.9492,1.0000,tsg
DRD3,ENST00000383673,0.0150,0.8724,1.0000,tsg
CYLC2,ENST00000374798,0.0060,0.9909,1.0000,tsg
ANKRD20A4,ENST00000357336,0.0150,0.8724,1.0000,tsg
METTL25,ENST00000248306,0.0130,0.9018,1.0000,tsg
TTLL6,ENST00000393382,0.0060,0.9909,1.0000,tsg
ADAL,ENST00000428046,0.0100,0.9492,1.0000,tsg
NOP10,ENST00000328848,0.0230,0.7808,1.0000,tsg
EMR1,ENST00000312053,0.0080,0.9747,1.0000,tsg
DEFB128,ENST00000334391,0.0210,0.8099,1.0000,tsg
SSR2,ENST00000295702,0.0200,0.8099,1.0000,tsg
SCAMP4,ENST00000316097,0.0300,0.7197,1.0000,tsg
HHLA1,ENST00000434736,0.0180,0.8449,1.0000,tsg
UGT2B28,ENST00000335568,0.0080,0.9747,1.0000,tsg
APCDD1,ENST00000355285,0.0190,0.8209,1.0000,tsg
ZNF385C,ENST00000436535,0.0110,0.9327,1.0000,tsg
ITGA9,ENST00000264741,0.0130,0.9018,1.0000,tsg
ZDHHC1,ENST00000348579,0.0160,0.8581,1.0000,tsg
CD163L1,ENST00000313599,0.0120,0.9171,1.0000,tsg
DRD5,ENST00000304374,0.0060,0.9909,1.0000,tsg
PHACTR3,ENST00000371015,0.0090,0.9747,1.0000,tsg
NSDHL,ENST00000370274,0.0070,0.9841,1.0000,tsg
CYS1,ENST00000381813,0.0330,0.6946,1.0000,tsg
GPALPP1,ENST00000361121,0.0150,0.8724,1.0000,tsg
PTAFR,ENST00000373857,0.0160,0.8581,1.0000,tsg
GABRA6,ENST00000274545,0.0080,0.9747,1.0000,tsg
MFSD3,ENST00000301327,0.0070,0.9841,1.0000,tsg
PPP1R32,ENST00000338608,0.0130,0.9018,1.0000,tsg
SLC6A12,ENST00000428720,0.0220,0.7995,1.0000,tsg
PBDC1,ENST00000373358,0.0140,0.8866,1.0000,tsg
OR8D4,ENST00000321355,0.0190,0.8209,1.0000,tsg
ZNF684,ENST00000372699,0.0250,0.7628,1.0000,tsg
SLC26A5,ENST00000306312,0.0110,0.9327,1.0000,tsg
ACPT,ENST00000270593,0.0310,0.7112,1.0000,tsg
KRTAP19-2,ENST00000334055,0.0160,0.8581,1.0000,tsg
APOO,ENST00000379226,0.0280,0.7366,1.0000,tsg
RBMXL3,ENST00000424776,0.0130,0.9018,1.0000,tsg
OR8K1,ENST00000279783,0.0110,0.9492,1.0000,tsg
IGFBP6,ENST00000301464,0.0300,0.7197,1.0000,tsg
IFNL3,ENST00000413851,0.0210,0.7995,1.0000,tsg
GALNT9,ENST00000397325,0.0040,0.9982,1.0000,tsg
OR10AG1,ENST00000312345,0.0220,0.7901,1.0000,tsg
HYLS1,ENST00000425380,0.0230,0.7808,1.0000,tsg
CCDC173,ENST00000447353,0.0130,0.9018,1.0000,tsg
TMEM5,ENST00000261234,0.0110,0.9492,1.0000,tsg
NRSN1,ENST00000378491,0.0110,0.9492,1.0000,tsg
PIP5KL1,ENST00000388747,0.0120,0.9171,1.0000,tsg
CDHR3,ENST00000317716,0.0130,0.9018,1.0000,tsg
RERG,ENST00000256953,0.0220,0.7995,1.0000,tsg
OR4F5,ENST00000335137,0.0150,0.8724,1.0000,tsg
TCHHL1,ENST00000368806,0.0110,0.9492,1.0000,tsg
SLC9C1,ENST00000305815,0.0140,0.8866,1.0000,tsg
HRH3,ENST00000340177,0.0090,0.9747,1.0000,tsg
PAEP,ENST00000479141,0.0140,0.8866,1.0000,tsg
SLC10A4,ENST00000273861,0.0160,0.8581,1.0000,tsg
LDLRAD3,ENST00000315571,0.0080,0.9747,1.0000,tsg
SYNGR4,ENST00000344846,0.0140,0.8866,1.0000,tsg
ISM2,ENST00000342219,0.0160,0.8581,1.0000,tsg
GPR39,ENST00000329321,0.0120,0.9171,1.0000,tsg
EGR4,ENST00000545030,0.0180,0.8449,1.0000,tsg
GPR61,ENST00000527748,0.0210,0.8099,1.0000,tsg
SNAPC3,ENST00000380821,0.0120,0.9171,1.0000,tsg
LRRC52,ENST00000294818,0.0130,0.9018,1.0000,tsg
KIR3DL2,ENST00000326321,0.0110,0.9492,1.0000,tsg
CHMP7,ENST00000397677,0.0180,0.8449,1.0000,tsg
SLC5A2,ENST00000330498,0.0140,0.8866,1.0000,tsg
SHISA5,ENST00000296444,0.0240,0.7808,1.0000,tsg
DUOX2,ENST00000603300,0.0150,0.8724,1.0000,tsg
DHRS4L2,ENST00000335125,0.0090,0.9630,1.0000,tsg
PAGR1,ENST00000320330,0.0120,0.9171,1.0000,tsg
TMEM182,ENST00000412401,0.0160,0.8581,1.0000,tsg
CHST9,ENST00000284224,0.0170,0.8449,1.0000,tsg
RNASET2,ENST00000508775,0.0120,0.9171,1.0000,tsg
GLIPR1L2,ENST00000550916,0.0150,0.8724,1.0000,tsg
POTEG,ENST00000409832,0.0050,0.9954,1.0000,tsg
CCER1,ENST00000358859,0.0090,0.9747,1.0000,tsg
SLC26A8,ENST00000490799,0.0120,0.9171,1.0000,tsg
TMEM99,ENST00000301665,0.0150,0.8724,1.0000,tsg
DKK2,ENST00000285311,0.0090,0.9747,1.0000,tsg
IGF1,ENST00000424202,0.0150,0.8724,1.0000,tsg
MBD3L5,ENST00000329753,0.0330,0.6946,1.0000,tsg
ORM2,ENST00000431067,0.0100,0.9492,1.0000,tsg
MTG1,ENST00000317502,0.0050,0.9954,1.0000,tsg
ORMDL1,ENST00000325795,0.0110,0.9492,1.0000,tsg
TRAPPC13,ENST00000438419,0.0160,0.8581,1.0000,tsg
ESX1,ENST00000372588,0.0180,0.8327,1.0000,tsg
OR13F1,ENST00000334726,0.0100,0.9630,1.0000,tsg
LELP1,ENST00000368747,0.0290,0.7283,1.0000,tsg
GDF2,ENST00000249598,0.0100,0.9630,1.0000,tsg
PSG11,ENST00000401740,0.0120,0.9171,1.0000,tsg
AQP2,ENST00000199280,0.0210,0.8099,1.0000,tsg
STAP1,ENST00000265404,0.0170,0.8449,1.0000,tsg
LRRC24,ENST00000529415,0.0150,0.8724,1.0000,tsg
IL33,ENST00000381434,0.0090,0.9747,1.0000,tsg
RASL12,ENST00000220062,0.0190,0.8209,1.0000,tsg
CHIT1,ENST00000367229,0.0180,0.8449,1.0000,tsg
THAP5,ENST00000415914,0.0290,0.7283,1.0000,tsg
HSD17B2,ENST00000199936,0.0200,0.8099,1.0000,tsg
PRSS58,ENST00000552471,0.0110,0.9492,1.0000,tsg
CLRN2,ENST00000511148,0.0230,0.7808,1.0000,tsg
COX4I2,ENST00000376075,0.0250,0.7628,1.0000,tsg
C12orf56,ENST00000333722,0.0070,0.9841,1.0000,tsg
C12orf75,ENST00000443585,0.0110,0.9492,1.0000,tsg
LCE2D,ENST00000368784,0.0200,0.8099,1.0000,tsg
CRAT,ENST00000318080,0.0220,0.7901,1.0000,tsg
KCNE2,ENST00000290310,0.0170,0.8449,1.0000,tsg
CYP11B1,ENST00000292427,0.0090,0.9747,1.0000,tsg
AHRR,ENST00000316418,0.0130,0.9018,1.0000,tsg
KRTAP13-4,ENST00000334068,0.0160,0.8581,1.0000,tsg
ANKRA2,ENST00000296785,0.0100,0.9492,1.0000,tsg
GP2,ENST00000381362,0.0210,0.7995,1.0000,tsg
ZNF837,ENST00000427624,0.0240,0.7717,1.0000,tsg
SFTPB,ENST00000393822,0.0300,0.7197,1.0000,tsg
TMEM86A,ENST00000280734,0.0250,0.7628,1.0000,tsg
CST5,ENST00000304710,0.0170,0.8449,1.0000,tsg
DMTF1,ENST00000394703,0.0150,0.8724,1.0000,tsg
TRIM72,ENST00000322122,0.0060,0.9909,1.0000,tsg
HMGCS2,ENST00000369406,0.0220,0.7995,1.0000,tsg
CLEC3A,ENST00000299642,0.0240,0.7717,1.0000,tsg
TYSND1,ENST00000287078,0.0120,0.9171,1.0000,tsg
CABP2,ENST00000294288,0.0150,0.8724,1.0000,tsg
APOOL,ENST00000373173,0.0050,0.9954,1.0000,tsg
TRIM14,ENST00000341469,0.0140,0.8866,1.0000,tsg
GPR31,ENST00000366834,0.0200,0.8099,1.0000,tsg
RASAL3,ENST00000343625,0.0090,0.9747,1.0000,tsg
OR8B3,ENST00000354597,0.0210,0.7995,1.0000,tsg
FAM96A,ENST00000300030,0.0200,0.8209,1.0000,tsg
OPRK1,ENST00000265572,0.0130,0.9018,1.0000,tsg
HHIPL1,ENST00000330710,0.0080,0.9747,1.0000,tsg
IFNGR2,ENST00000290219,0.0170,0.8449,1.0000,tsg
C1orf95,ENST00000366788,0.0370,0.6691,1.0000,tsg
TREML2,ENST00000483722,0.0160,0.8581,1.0000,tsg
SULT2A1,ENST00000222002,0.0120,0.9171,1.0000,tsg
DMRTA1,ENST00000325870,0.0110,0.9492,1.0000,tsg
CPM,ENST00000551568,0.0100,0.9492,1.0000,tsg
TCP11,ENST00000311875,0.0160,0.8581,1.0000,tsg
HAPLN3,ENST00000359595,0.0340,0.6946,1.0000,tsg
LZIC,ENST00000377223,0.0170,0.8449,1.0000,tsg
BDNF,ENST00000438929,0.0120,0.9171,1.0000,tsg
FCAR,ENST00000355524,0.0090,0.9747,1.0000,tsg
NUTM2F,ENST00000253262,0.0050,0.9954,1.0000,tsg
MB21D2,ENST00000392452,0.0080,0.9747,1.0000,tsg
LRTM2,ENST00000543818,0.0190,0.8209,1.0000,tsg
ST20-MTHFS,ENST00000479961,0.0220,0.7995,1.0000,tsg
MYNN,ENST00000349841,0.0120,0.9171,1.0000,tsg
LIX1,ENST00000274382,0.0290,0.7283,1.0000,tsg
3-Mar,ENST00000308660,0.0140,0.8866,1.0000,tsg
GCNT3,ENST00000396065,0.0130,0.9018,1.0000,tsg
CHRDL1,ENST00000372042,0.0170,0.8449,1.0000,tsg
PLA1A,ENST00000273371,0.0180,0.8449,1.0000,tsg
SOHLH2,ENST00000554962,0.0160,0.8581,1.0000,tsg
ZNF296,ENST00000303809,0.0200,0.8099,1.0000,tsg
RIPPLY2,ENST00000369689,0.0170,0.8449,1.0000,tsg
ODAM,ENST00000396094,0.0270,0.7453,1.0000,tsg
C17orf67,ENST00000397861,0.0250,0.7628,1.0000,tsg
FAM187B,ENST00000324675,0.0160,0.8581,1.0000,tsg
PCDHB15,ENST00000231173,0.0100,0.9630,1.0000,tsg
ADPRHL1,ENST00000375418,0.0110,0.9327,1.0000,tsg
UHMK1,ENST00000489294,0.0190,0.8209,1.0000,tsg
PPP1R17,ENST00000342032,0.0110,0.9492,1.0000,tsg
PRB1,ENST00000500254,0.0130,0.9018,1.0000,tsg
CYP3A5,ENST00000222982,0.0200,0.8099,1.0000,tsg
RGL4,ENST00000290691,0.0120,0.9171,1.0000,tsg
CLEC5A,ENST00000546910,0.0090,0.9747,1.0000,tsg
MSMO1,ENST00000261507,0.0140,0.8866,1.0000,tsg
CCDC38,ENST00000344280,0.0250,0.7628,1.0000,tsg
TMEM155,ENST00000337677,0.0290,0.7283,1.0000,tsg
PRICKLE4,ENST00000458694,0.0130,0.9018,1.0000,tsg
TTC22,ENST00000371276,0.0240,0.7717,1.0000,tsg
SLC28A1,ENST00000394573,0.0100,0.9630,1.0000,tsg
LRRC4,ENST00000249363,0.0120,0.9171,1.0000,tsg
HHATL,ENST00000441594,0.0210,0.7995,1.0000,tsg
GPLD1,ENST00000230036,0.0120,0.9171,1.0000,tsg
GUCA1C,ENST00000261047,0.0140,0.8866,1.0000,tsg
FAM175A,ENST00000321945,0.0120,0.9171,1.0000,tsg
TIGIT,ENST00000486257,0.0100,0.9492,1.0000,tsg
CALML6,ENST00000307786,0.0210,0.8099,1.0000,tsg
ADAM30,ENST00000369400,0.0170,0.8449,1.0000,tsg
ARHGEF35,ENST00000378115,0.0150,0.8724,1.0000,tsg
SMR3B,ENST00000304915,0.0160,0.8581,1.0000,tsg
B3GALT5,ENST00000380620,0.0170,0.8449,1.0000,tsg
ATP6V1G3,ENST00000281087,0.0120,0.9171,1.0000,tsg
TYW3,ENST00000370867,0.0200,0.8099,1.0000,tsg
TULP1,ENST00000229771,0.0100,0.9492,1.0000,tsg
SLC22A14,ENST00000273173,0.0060,0.9909,1.0000,tsg
C20orf197,ENST00000313426,0.0160,0.8581,1.0000,tsg
TIGD2,ENST00000317005,0.0180,0.8449,1.0000,tsg
CECR5,ENST00000336737,0.0190,0.8209,1.0000,tsg
SNX10,ENST00000338523,0.0200,0.8099,1.0000,tsg
C9orf131,ENST00000312292,0.0080,0.9747,1.0000,tsg
SPAG16,ENST00000331683,0.0090,0.9630,1.0000,tsg
IFNL1,ENST00000333625,0.0200,0.8099,1.0000,tsg
STAR,ENST00000276449,0.0200,0.8099,1.0000,tsg
TTC31,ENST00000233623,0.0120,0.9171,1.0000,tsg
SPACA4,ENST00000321762,0.0210,0.7995,1.0000,tsg
ARSG,ENST00000448504,0.0160,0.8581,1.0000,tsg
OR5B12,ENST00000302572,0.0150,0.8724,1.0000,tsg
GOLGA8G,ENST00000525590,0.0150,0.8724,1.0000,tsg
FAM227A,ENST00000406767,0.0140,0.8866,1.0000,tsg
SRFBP1,ENST00000339397,0.0180,0.8449,1.0000,tsg
SNX24,ENST00000261369,0.0080,0.9747,1.0000,tsg
SEPP1,ENST00000514985,0.0110,0.9492,1.0000,tsg
IFNA17,ENST00000413767,0.0080,0.9747,1.0000,tsg
OR51B4,ENST00000380224,0.0170,0.8449,1.0000,tsg
PCDHGA9,ENST00000573521,0.0070,0.9841,1.0000,tsg
ZDHHC15,ENST00000373367,0.0170,0.8449,1.0000,tsg
FAM78B,ENST00000338353,0.0150,0.8724,1.0000,tsg
OR10A3,ENST00000360759,0.0150,0.8724,1.0000,tsg
RESP18,ENST00000333527,0.0250,0.7628,1.0000,tsg
CDIP1,ENST00000399599,0.0250,0.7628,1.0000,tsg
CLDN6,ENST00000396925,0.0180,0.8449,1.0000,tsg
PLEKHF1,ENST00000436066,0.0160,0.8724,1.0000,tsg
CRISPLD2,ENST00000262424,0.0130,0.9018,1.0000,tsg
EARS2,ENST00000449606,0.0180,0.8449,1.0000,tsg
DUSP26,ENST00000256261,0.0220,0.7995,1.0000,tsg
GREM2,ENST00000318160,0.0070,0.9841,1.0000,tsg
LRRC29,ENST00000409037,0.0150,0.8724,1.0000,tsg
TOMM20L,ENST00000360945,0.0180,0.8449,1.0000,tsg
4-Mar,ENST00000273067,0.0140,0.8866,1.0000,tsg
TRIM34,ENST00000514226,0.0140,0.8866,1.0000,tsg
HSPB11,ENST00000194214,0.0140,0.8866,1.0000,tsg
NOSTRIN,ENST00000444448,0.0180,0.8327,1.0000,tsg
SLC5A12,ENST00000396005,0.0170,0.8449,1.0000,tsg
SLC22A18,ENST00000380574,0.0070,0.9841,1.0000,tsg
OR10G7,ENST00000330487,0.0180,0.8327,1.0000,tsg
C18orf54,ENST00000300091,0.0110,0.9492,1.0000,tsg
ADRA2C,ENST00000330055,0.0130,0.9018,1.0000,tsg
C4orf45,ENST00000434826,0.0140,0.8866,1.0000,tsg
LRRC30,ENST00000383467,0.0100,0.9492,1.0000,tsg
ZNF345,ENST00000529555,0.0180,0.8449,1.0000,tsg
NIPA1,ENST00000337435,0.0080,0.9747,1.0000,tsg
ZNF484,ENST00000395506,0.0170,0.8449,1.0000,tsg
DDX53,ENST00000327968,0.0090,0.9747,1.0000,tsg
SHISA6,ENST00000441885,0.0120,0.9171,1.0000,tsg
CSNK2A3,ENST00000528848,0.0270,0.7453,1.0000,tsg
PGBD4,ENST00000397766,0.0200,0.8099,1.0000,tsg
TMEM38B,ENST00000374692,0.0110,0.9492,1.0000,tsg
ANKRD37,ENST00000335174,0.0150,0.8724,1.0000,tsg
ZNF530,ENST00000332854,0.0130,0.9018,1.0000,tsg
ZNF154,ENST00000512439,0.0170,0.8581,1.0000,tsg
ADH7,ENST00000476959,0.0140,0.8866,1.0000,tsg
HPS4,ENST00000398145,0.0110,0.9492,1.0000,tsg
FAM174A,ENST00000312637,0.0160,0.8581,1.0000,tsg
IL13RA2,ENST00000371936,0.0170,0.8449,1.0000,tsg
ZNF365,ENST00000410046,0.0130,0.9018,1.0000,tsg
MMP11,ENST00000215743,0.0160,0.8724,1.0000,tsg
SAMD14,ENST00000503131,0.0130,0.9018,1.0000,tsg
ZNF114,ENST00000595607,0.0090,0.9747,1.0000,tsg
C10orf91,ENST00000392630,0.0200,0.8099,1.0000,tsg
TCN1,ENST00000257264,0.0140,0.8866,1.0000,tsg
ANP32D,ENST00000266594,0.0240,0.7717,1.0000,tsg
CTAGE9,ENST00000314099,0.0140,0.8866,1.0000,tsg
CHST7,ENST00000276055,0.0210,0.7995,1.0000,tsg
NBPF6,ENST00000444143,0.0090,0.9747,1.0000,tsg
ZNF676,ENST00000397121,0.0080,0.9841,1.0000,tsg
GPR63,ENST00000229955,0.0130,0.9018,1.0000,tsg
MON1B,ENST00000248248,0.0120,0.9171,1.0000,tsg
ZNF526,ENST00000301215,0.0150,0.8724,1.0000,tsg
OR2T27,ENST00000344889,0.0080,0.9841,1.0000,tsg
LZTS1,ENST00000381569,0.0130,0.9018,1.0000,tsg
ZNF788,ENST00000339302,0.0150,0.8724,1.0000,tsg
CLPS,ENST00000259938,0.0290,0.7283,1.0000,tsg
C10orf90,ENST00000284694,0.0110,0.9327,1.0000,tsg
HDDC2,ENST00000398153,0.0090,0.9630,1.0000,tsg
IGSF22,ENST00000513874,0.0110,0.9327,1.0000,tsg
ZNF778,ENST00000433976,0.0130,0.9018,1.0000,tsg
GAS2,ENST00000454584,0.0230,0.7808,1.0000,tsg
LRRIQ3,ENST00000354431,0.0180,0.8327,1.0000,tsg
SHROOM2,ENST00000380913,0.0170,0.8581,1.0000,tsg
MRGPRF,ENST00000309099,0.0110,0.9492,1.0000,tsg
SLC13A3,ENST00000279027,0.0200,0.8209,1.0000,tsg
RPL36A,ENST00000427805,0.0170,0.8581,1.0000,tsg
TSPAN7,ENST00000378482,0.0130,0.9018,1.0000,tsg
OR51B6,ENST00000380219,0.0130,0.9018,1.0000,tsg
ELOVL3,ENST00000370005,0.0100,0.9492,1.0000,tsg
SPATA31A6,ENST00000332857,0.0130,0.9018,1.0000,tsg
FPGS,ENST00000373247,0.0120,0.9171,1.0000,tsg
OR5AS1,ENST00000313555,0.0120,0.9171,1.0000,tsg
CYB5R2,ENST00000533558,0.0110,0.9327,1.0000,tsg
OR6C6,ENST00000358433,0.0200,0.8099,1.0000,tsg
KLRC1,ENST00000544822,0.0210,0.8099,1.0000,tsg
TSR2,ENST00000375151,0.0110,0.9327,1.0000,tsg
SRRM5,ENST00000607544,0.0130,0.9018,1.0000,tsg
ZNF17,ENST00000601808,0.0140,0.8866,1.0000,tsg
OR8K3,ENST00000312711,0.0120,0.9171,1.0000,tsg
CNTFR,ENST00000378980,0.0110,0.9327,1.0000,tsg
ZCCHC5,ENST00000321110,0.0110,0.9492,1.0000,tsg
RPL36A-HNRNPH2,ENST00000409170,0.0220,0.7901,1.0000,tsg
OSR2,ENST00000297565,0.0150,0.8724,1.0000,tsg
RBM3,ENST00000376759,0.0120,0.9171,1.0000,tsg
FABP9,ENST00000379071,0.0210,0.7995,1.0000,tsg
ZCCHC4,ENST00000302874,0.0120,0.9171,1.0000,tsg
C9orf142,ENST00000371620,0.0200,0.8099,1.0000,tsg
RGSL1,ENST00000294854,0.0140,0.8866,1.0000,tsg
FAM46B,ENST00000289166,0.0100,0.9492,1.0000,tsg
TMPRSS3,ENST00000291532,0.0150,0.8724,1.0000,tsg
C5orf45,ENST00000292586,0.0240,0.7717,1.0000,tsg
OR11H12,ENST00000550708,0.0190,0.8209,1.0000,tsg
TMEM106A,ENST00000331615,0.0210,0.7995,1.0000,tsg
NME9,ENST00000383180,0.0180,0.8449,1.0000,tsg
THAP10,ENST00000249861,0.0110,0.9327,1.0000,tsg
MESP2,ENST00000341735,0.0190,0.8209,1.0000,tsg
KIAA0895,ENST00000297063,0.0060,0.9909,1.0000,tsg
APOBEC3F,ENST00000308521,0.0120,0.9171,1.0000,tsg
COA1,ENST00000395879,0.0260,0.7540,1.0000,tsg
FFAR3,ENST00000327809,0.0270,0.7453,1.0000,tsg
ENPEP,ENST00000265162,0.0120,0.9171,1.0000,tsg
ACOT1,ENST00000311148,0.0070,0.9841,1.0000,tsg
HRH2,ENST00000377291,0.0090,0.9747,1.0000,tsg
MTRF1,ENST00000379480,0.0110,0.9492,1.0000,tsg
MC3R,ENST00000243911,0.0130,0.9018,1.0000,tsg
SERPINA5,ENST00000329597,0.0080,0.9747,1.0000,tsg
RNASEH1,ENST00000315212,0.0130,0.9018,1.0000,tsg
MLNR,ENST00000218721,0.0240,0.7717,1.0000,tsg
CHRNB2,ENST00000368476,0.0200,0.8099,1.0000,tsg
NCR1,ENST00000291890,0.0170,0.8449,1.0000,tsg
SUMF2,ENST00000342190,0.0070,0.9841,1.0000,tsg
TBXAS1,ENST00000416849,0.0190,0.8209,1.0000,tsg
CELA3B,ENST00000337107,0.0180,0.8449,1.0000,tsg
SLC25A15,ENST00000338625,0.0140,0.8866,1.0000,tsg
ZBTB42,ENST00000342537,0.0130,0.9018,1.0000,tsg
IBSP,ENST00000226284,0.0060,0.9909,1.0000,tsg
LYG2,ENST00000333017,0.0270,0.7453,1.0000,tsg
SH2D5,ENST00000444387,0.0050,0.9954,1.0000,tsg
PCDHA11,ENST00000398640,0.0060,0.9909,1.0000,tsg
KRTAP1-5,ENST00000361883,0.0100,0.9492,1.0000,tsg
KRTAP4-11,ENST00000391413,0.0120,0.9171,1.0000,tsg
MYRFL,ENST00000535034,0.0210,0.7995,1.0000,tsg
PRIMPOL,ENST00000314970,0.0100,0.9492,1.0000,tsg
MRGPRG,ENST00000332314,0.0200,0.8099,1.0000,tsg
KL,ENST00000380099,0.0090,0.9747,1.0000,tsg
ZNF585B,ENST00000532828,0.0150,0.8724,1.0000,tsg
SPANXN2,ENST00000370498,0.0080,0.9747,1.0000,tsg
FAM105A,ENST00000274217,0.0290,0.7283,1.0000,tsg
WNT8B,ENST00000343737,0.0150,0.8724,1.0000,tsg
ZNF479,ENST00000331162,0.0110,0.9492,1.0000,tsg
ZNF649,ENST00000354957,0.0100,0.9492,1.0000,tsg
DBX2,ENST00000332700,0.0140,0.8866,1.0000,tsg
ANKDD1B,ENST00000601380,0.0100,0.9492,1.0000,tsg
SH2D7,ENST00000328828,0.0150,0.8724,1.0000,tsg
LFNG,ENST00000222725,0.0120,0.9171,1.0000,tsg
SLC47A2,ENST00000325411,0.0150,0.8724,1.0000,tsg
SLFN14,ENST00000415846,0.0140,0.8866,1.0000,tsg
ADM5,ENST00000420022,0.0160,0.8581,1.0000,tsg
IGLV3-22,ENST00000390307,0.0290,0.7283,1.0000,tsg
UFSP1,ENST00000388761,0.0190,0.8209,1.0000,tsg
C11orf88,ENST00000332814,0.0230,0.7808,1.0000,tsg
C5orf64,ENST00000505642,0.0150,0.8724,1.0000,tsg
WBSCR28,ENST00000320531,0.0170,0.8581,1.0000,tsg
SOWAHB,ENST00000334306,0.0110,0.9327,1.0000,tsg
ZNF431,ENST00000311048,0.0140,0.8866,1.0000,tsg
FJX1,ENST00000317811,0.0170,0.8449,1.0000,tsg
SDR16C5,ENST00000303749,0.0100,0.9492,1.0000,tsg
SCML4,ENST00000369020,0.0140,0.8866,1.0000,tsg
PLA2G3,ENST00000215885,0.0180,0.8449,1.0000,tsg
COMP,ENST00000222271,0.0090,0.9747,1.0000,tsg
